Market,Customer,Category,Division,PromotionType,InStoreLocation,PromotionMonth,PromoDurationWeeks,ListPrice,PlannedPromoVolume,PlannedBaseVolume,PlannedIncrementalVolume,PlannedVolumeUplift,PlannedPromoRevenue,PlannedOnInvoiceSpend,PlannedOffInvoiceSpend,PlannedTradeSpend,PlannedCostPerUnit,PlannedNetRevenue,PlannedTurnover,PlannedGrossProfit,PlannedCOGS,PlannedEventSpend,PlannedBaseRevenue,PlannedBaseOnInvoiceSpend,PlannedBaseOffInvoiceSpend,PlannedBaseTurnover,PlannedBaseGrossProfit,PlannedBaseCOGS,PlannedBaseNetRevenue,PlannedROI,IsPipeFill,IsDefensivePromo,InstoreStartDate_Week,InstoreEndDate_Week,InstoreStartDate_Month,InstoreEndDate_Month,ActualSalesVolume,ForecastAccuracyRatio
Southeast Asia,CityGrocer Ltd,SKIN CARE,Personal Care & Home,Multi-Buy Free Gift,Shelf,November,3,7.45,5835.0,1903.0,3933.0,3.067,43473.46,4448.74,2965.83,7414.57,1.2707,39024.72,36058.89,9385.12,26673.77,1088.77,14174.21,283.48,141.74,13748.98,5052.19,8696.79,13890.72,0.527,0,0,47,50,11,11,11989.0,2.055
Southeast Asia,Metro Grocery Group,ORAL CARE,Personal Care & Home,Everyday Low Price,Pallet Display,July,1,3.83,67293.0,18485.0,48808.0,3.64,257871.97,9841.65,6561.1,16402.75,0.2438,248030.32,241469.22,111878.47,129590.75,2152.29,70836.47,1416.73,708.36,68711.38,33113.28,35598.1,69419.75,4.6724,0,0,29,30,7,7,119583.0,1.777
Western Europe,BudgetHome Stores,SKIN CLEANSING,Personal Care & Home,Temporary Price Reduction,End of Aisle Display,September,1,20.35,3211.0,1623.0,1588.0,1.979,65356.4,4225.92,2817.28,7043.19,2.1933,61130.49,58313.21,23440.55,34872.66,47.02,33026.13,660.52,330.26,32035.35,14413.37,17621.98,32365.61,1.141,0,0,39,40,9,9,1313.0,0.409
Western Europe,GreenLeaf Supermarkets,SKIN CLEANSING,Personal Care & Home,Multi-Buy Deal,Shelf,February,2,10.76,15768.0,10665.0,5103.0,1.479,169719.54,18047.68,12031.79,30079.47,1.9076,151671.85,139640.06,46532.51,93107.55,2129.19,114790.48,2295.81,1147.9,111346.77,48373.11,62973.66,112494.67,-0.1757,0,0,11,13,2,2,10329.0,0.655
Southeast Asia,Metro Grocery Group,HOME & HYGIENE,Personal Care & Home,Multi-Buy Free Gift,Free Standing Unit,May,2,12.93,2813.0,807.0,2006.0,3.485,36381.11,2185.2,1456.8,3642.0,1.2946,34195.91,32739.11,15590.36,17148.75,130.48,10439.68,208.79,104.4,10126.49,5205.6,4920.89,10230.88,2.7654,0,0,21,23,5,5,7006.0,2.49
Southeast Asia,PrimeRetail Group,SCRATCH COOKING AID,Personal Care & Home,Temporary Price Reduction,None Specified,January,2,12.01,155025.0,64826.0,90199.0,2.391,1862100.74,217673.27,145115.51,362788.78,2.3402,1644427.47,1499311.96,520834.45,978477.51,14052.27,778666.4,15573.33,7786.66,755306.41,346140.81,409165.6,763093.08,0.4171,0,0,5,7,1,1,783230.0,5.052
Southeast Asia,CityGrocer Ltd,DEODORANT & FRAGRANCE,Food & Beverage,Multi-Buy Free Gift,Free Standing Unit,September,1,14.75,63948.0,27249.0,36700.0,2.347,943100.7,45691.47,30460.98,76152.44,1.1908,897409.23,866948.25,302597.67,564350.59,597.18,401861.12,8037.22,4018.61,389805.29,149331.96,240473.32,393823.9,1.8543,0,0,38,39,9,9,104738.0,1.638
Southeast Asia,PrimeRetail Group,FABRIC ENHANCER,Personal Care & Home,Multi-Unit Deal,In-Store Event,March,2,4.4,12183.0,5840.0,6342.0,2.086,53649.94,2206.74,1471.16,3677.9,0.3019,51443.2,49972.04,19571.02,30401.02,405.36,25719.97,514.4,257.2,24948.37,10374.02,14574.36,25205.57,2.2908,0,0,15,17,3,3,10308.0,0.846
Western Europe,GreenLeaf Supermarkets,SKIN CLEANSING,Food & Beverage,Stock Loading,Free Standing Unit,September,4,4.17,5778.0,13940.0,-8163.0,0.414,24096.19,731.38,487.59,1218.97,0.211,23364.81,22877.22,7217.29,15659.93,146.69,58139.85,1162.8,581.4,56395.65,18611.02,37784.63,56977.05,-10.7779,1,1,39,43,9,9,2337.0,0.404
Western Europe,BudgetHome Stores,HAIR CARE,Personal Care & Home,Multi-Buy Deal,Shelf,April,3,16.5,3963.0,2380.0,1583.0,1.665,65395.78,6078.19,4052.12,10130.31,2.5562,59317.6,55265.47,24372.35,30893.12,1290.8,39271.44,785.43,392.71,38093.3,19541.38,18551.92,38486.01,0.3606,0,0,19,22,4,4,1735.0,0.438
Western Europe,GreenLeaf Supermarkets,BEVERAGE,Food & Beverage,Multi-Buy Deal,Shelf,October,1,5.61,11153.0,4487.0,6666.0,2.486,62565.44,5664.55,3776.37,9440.92,0.8465,56900.89,53124.53,22800.36,30324.17,1026.4,25168.41,503.37,251.68,24413.36,12214.75,12198.6,24665.04,1.0413,0,0,43,44,10,10,6246.0,0.56
Southeast Asia,EastMart Retail,HEALTHY SNACKING,Food & Beverage,Temporary Price Reduction,Checkout Display,September,2,12.08,15710.0,9497.0,6213.0,1.654,189726.28,9187.45,6124.97,15312.41,0.9747,180538.84,174413.87,67540.37,106873.5,1491.91,114694.62,2293.89,1146.95,111253.78,46645.88,64607.89,112400.73,1.1398,0,0,38,40,9,9,37329.0,2.376
Southeast Asia,CityGrocer Ltd,SKIN CARE,Personal Care & Home,Temporary Price Reduction,End of Aisle Display,November,1,18.49,14285.0,6133.0,8152.0,2.329,264153.36,19995.8,13330.53,33326.33,2.333,244157.56,230827.03,85589.77,145237.26,550.6,113412.18,2268.24,1134.12,110009.81,47653.33,62356.48,111143.93,1.0362,0,0,46,47,11,11,47209.0,3.305
Western Europe,TopChoice Supermarkets,FABRIC ENHANCER,Personal Care & Home,Temporary Price Reduction,Mid Aisle Display,April,1,1.55,11973.0,4790.0,7183.0,2.5,18574.73,1624.93,1083.28,2708.21,0.2262,16949.8,15866.51,6983.18,8883.34,373.99,7430.88,148.62,74.31,7207.95,3654.14,3553.81,7282.26,1.1469,0,0,17,18,4,4,7695.0,0.643
Western Europe,NorthernMart Supermarkets,HOME & HYGIENE,Personal Care & Home,Stock Loading,End of Aisle Display,July,2,17.52,923.0,454.0,470.0,2.036,16180.61,1779.67,1186.45,2966.11,3.212,14400.94,13214.5,3692.16,9522.33,108.35,7948.51,158.97,79.49,7710.05,3032.33,4677.72,7789.54,0.1421,1,0,29,31,7,7,560.0,0.606
Western Europe,GreenLeaf Supermarkets,ORAL CARE,Personal Care & Home,Temporary Price Reduction,Free Standing Unit,October,2,2.61,25425.0,22412.0,3013.0,1.134,66353.68,3044.28,2029.52,5073.8,0.1996,63309.4,61279.88,18735.19,42544.69,53.58,58491.1,1169.82,584.91,56736.37,19233.01,37503.36,57321.28,-0.444,0,0,41,43,10,10,14182.0,0.558
Western Europe,NorthernMart Supermarkets,FABRIC CLEANING,Personal Care & Home,Multi-Buy Deal,Pallet Display,March,2,6.56,955.0,541.0,414.0,1.765,6269.19,312.81,208.54,521.35,0.5459,5956.38,5747.84,2012.39,3735.45,39.12,3552.29,71.05,35.52,3445.73,1329.12,2116.61,3481.25,1.1062,0,0,15,17,3,3,361.0,0.378
Southeast Asia,EastMart Retail,HEALTHY SNACKING,Personal Care & Home,Discounted Retail Price,Free Standing Unit,July,2,17.09,55863.0,18322.0,37541.0,3.049,954810.15,100509.25,67006.17,167515.42,2.9987,854300.9,787294.73,316484.93,470809.8,3027.38,313159.65,6263.19,3131.6,303764.86,149348.16,154416.7,306896.46,0.9417,0,0,30,32,7,7,37727.0,0.675
Southeast Asia,EastMart Retail,ICE CREAM CATEGORY,Personal Care & Home,Multi-Buy Free Gift,End of Aisle Display,January,3,17.27,45006.0,11683.0,33322.0,3.852,777035.7,69776.36,46517.57,116293.94,2.584,707259.34,660741.76,240714.44,420027.32,14575.24,201712.2,4034.24,2017.12,195660.84,86625.13,109035.71,197677.96,1.273,0,0,7,10,1,1,78748.0,1.75
Southeast Asia,HomeSave Supermarkets,SKIN CARE,Food & Beverage,Multi-Unit Deal,In-Store Event,October,2,4.83,10570.0,4048.0,6522.0,2.611,51032.09,2001.72,1334.48,3336.2,0.3156,49030.38,47695.9,19266.28,28429.62,42.61,19544.27,390.89,195.44,18957.94,8069.97,10887.98,19153.39,3.1803,0,0,41,43,10,10,15742.0,1.489
Southeast Asia,CityGrocer Ltd,SKIN CLEANSING,Food & Beverage,Temporary Price Reduction,Shelf,December,3,10.24,53772.0,16518.0,37254.0,3.255,550387.53,17389.08,11592.72,28981.8,0.539,532998.45,521405.73,196324.86,325080.87,94.34,169069.51,3381.39,1690.7,163997.43,64138.22,99859.21,165688.12,4.386,0,0,51,54,12,12,59294.0,1.103
Western Europe,HealthFirst Pharmacy,ORAL CARE,Personal Care & Home,Special Pack,In-Store Event,May,3,9.54,40610.0,40765.0,-155.0,0.996,387479.95,18405.96,12270.64,30676.6,0.7554,369073.99,356803.35,138888.64,217914.7,1447.46,388957.97,7779.16,3889.58,377289.23,158543.3,218745.92,381178.81,-1.0211,0,1,21,24,5,5,25113.0,0.618
Southeast Asia,CityGrocer Ltd,ICE CREAM CATEGORY,Personal Care & Home,Temporary Price Reduction,Pallet Display,May,1,2.38,2798.0,1715.0,1083.0,1.632,6667.51,630.39,420.26,1050.65,0.3755,6037.12,5616.86,1898.93,3717.93,80.17,4086.05,81.72,40.86,3963.47,1685.01,2278.46,4004.33,0.0869,0,0,22,23,5,5,1699.0,0.607
Southeast Asia,Metro Grocery Group,ORAL CARE,Food & Beverage,Temporary Price Reduction,In-Store Event,February,3,21.9,70429.0,19766.0,50663.0,3.563,1542582.02,103772.32,69181.55,172953.87,2.4557,1438809.69,1369628.14,460163.62,909464.52,6959.24,432929.93,8658.6,4329.3,419942.03,164698.29,255243.75,424271.33,1.6333,0,0,11,14,2,2,183927.0,2.612
Southeast Asia,CityGrocer Ltd,HOME & HYGIENE,Food & Beverage,Temporary Price Reduction,In-Store Event,December,4,22.79,5267.0,1455.0,3813.0,3.621,120045.81,9452.85,6301.9,15754.76,2.9911,110592.96,104291.06,35158.5,69132.55,607.14,33150.79,663.02,331.51,32156.26,13065.23,19091.03,32487.77,1.3392,0,0,51,55,12,12,7655.0,1.453
Southeast Asia,Metro Grocery Group,DEODORANT & FRAGRANCE,Food & Beverage,Discounted Retail Price,Shelf,May,4,2.15,18353.0,6496.0,11857.0,2.825,39536.84,2063.79,1375.86,3439.64,0.1874,37473.05,36097.19,14671.27,21425.92,324.27,13994.69,279.89,139.95,13574.85,5990.81,7584.04,13714.8,2.4016,0,0,23,27,5,5,58185.0,3.17
Southeast Asia,EastMart Retail,HOME & HYGIENE,Personal Care & Home,Other,In-Store Event,June,3,11.85,11222.0,4829.0,6393.0,2.324,133022.19,14250.07,9500.05,23750.12,2.1165,118772.12,109272.08,31209.09,78062.98,3143.71,57242.75,1144.85,572.43,55525.47,21933.03,33592.44,56097.89,0.3183,0,0,25,28,6,6,9209.0,0.821
Southeast Asia,Metro Grocery Group,HAIR CARE,Personal Care & Home,Discounted Retail Price,In-Store Event,May,2,6.18,37809.0,15184.0,22626.0,2.49,233669.48,15943.61,10629.08,26572.69,0.7028,217725.87,207096.79,83927.16,123169.64,3648.76,93838.03,1876.76,938.38,91022.89,41559.88,49463.01,91961.27,1.4885,0,0,22,24,5,5,62858.0,1.663
Southeast Asia,PrimeRetail Group,DRESSING,Personal Care & Home,Multi-Unit Deal,Checkout Display,May,2,19.93,17251.0,6990.0,10262.0,2.468,343875.62,25570.82,17047.21,42618.03,2.4705,318304.8,301257.58,134073.89,167183.69,4697.12,139327.22,2786.54,1393.27,135147.4,67410.01,67737.4,136540.67,1.4661,0,0,22,24,5,5,27052.0,1.568
Western Europe,NorthernMart Supermarkets,FABRIC CLEANING,Food & Beverage,Shopper Activation,Pallet Display,August,1,1.99,4849.0,5439.0,-590.0,0.891,9670.47,919.23,612.82,1532.05,0.316,8751.24,8138.42,3723.87,4414.54,136.8,10847.47,216.95,108.47,10522.04,5570.2,4951.84,10630.52,-1.4175,0,1,34,35,8,8,2055.0,0.424
Western Europe,HealthFirst Pharmacy,ORAL CARE,Personal Care & Home,Other,Mid Aisle Display,August,1,18.45,44895.0,102628.0,-57733.0,0.437,828260.29,42022.25,28014.83,70037.08,1.56,786238.04,758223.21,272001.05,486222.16,10315.38,1893359.06,37867.18,18933.59,1836558.29,725080.24,1111478.06,1855491.88,-7.2801,0,1,34,35,8,8,28939.0,0.645
Western Europe,GreenLeaf Supermarkets,HAIR CARE,Food & Beverage,Stock Loading,End of Aisle Display,November,2,20.22,2173.0,1687.0,486.0,1.288,43935.4,3481.25,2320.83,5802.08,2.6698,40454.14,38133.31,12651.2,25482.11,656.01,34111.77,682.24,341.12,33088.42,13303.92,19784.5,33429.53,-0.2889,1,0,45,47,11,11,1884.0,0.867
Southeast Asia,HomeSave Supermarkets,FABRIC CLEANING,Food & Beverage,Temporary Price Reduction,Checkout Display,July,3,11.47,26208.0,10658.0,15550.0,2.459,300674.45,28360.41,18906.94,47267.35,1.8036,272314.04,253407.1,81794.59,171612.51,2119.42,122273.97,2445.48,1222.74,118605.75,48816.84,69788.91,119828.49,0.6201,0,0,30,33,7,7,52612.0,2.008
Western Europe,TopChoice Supermarkets,DEODORANT & FRAGRANCE,Personal Care & Home,Temporary Price Reduction,Pallet Display,June,1,3.38,8345.0,11237.0,-2893.0,0.743,28217.47,2051.43,1367.62,3419.05,0.4097,26166.04,24798.42,12044.29,12754.12,43.47,37998.95,759.98,379.99,36858.98,19683.69,17175.29,37238.97,-2.5678,0,1,27,28,6,6,4126.0,0.494
Southeast Asia,HomeSave Supermarkets,ICE CREAM CATEGORY,Personal Care & Home,Multi-Buy Free Gift,Checkout Display,September,1,13.45,32103.0,9178.0,22925.0,3.498,431763.51,22003.17,14668.78,36671.95,1.1423,409760.34,395091.56,127801.45,267290.11,3999.97,123441.93,2468.84,1234.42,119738.68,43319.97,76418.7,120973.09,2.2027,0,0,39,40,9,9,80247.0,2.5
Southeast Asia,PrimeRetail Group,HOME & HYGIENE,Personal Care & Home,Discounted Retail Price,End of Aisle Display,December,3,3.38,22213.0,6653.0,15559.0,3.339,75088.37,4681.9,3121.26,7803.16,0.3513,70406.47,67285.21,20604.73,46680.48,272.26,22490.58,449.81,224.91,21815.86,7834.06,13981.81,22040.77,1.5501,0,0,51,54,12,12,56131.0,2.527
Western Europe,FineFood Retail,HEALTHY SNACKING,Personal Care & Home,Stock Loading,Online,November,2,24.31,9661.0,5780.0,3881.0,1.672,234840.43,18859.05,12572.7,31431.74,3.2535,215981.38,203408.68,81930.72,121477.96,2447.06,140496.33,2809.93,1404.96,136281.44,63605.67,72675.76,137686.4,0.4489,1,0,45,47,11,11,5623.0,0.582
Southeast Asia,Metro Grocery Group,HAIR CARE,Personal Care & Home,Temporary Price Reduction,None Specified,May,2,8.2,2238.0,1430.0,808.0,1.565,18359.93,1466.17,977.45,2443.62,1.0917,16893.76,15916.31,7648.46,8267.85,103.81,11733.53,234.67,117.34,11381.53,6097.68,5283.85,11498.86,0.4906,0,0,22,24,5,5,2919.0,1.304
Southeast Asia,EastMart Retail,ICE CREAM CATEGORY,Personal Care & Home,Everyday Low Price,Mid Aisle Display,March,2,11.38,23442.0,9505.0,13936.0,2.466,266672.0,21491.09,14327.39,35818.48,1.528,245180.91,230853.51,110538.32,120315.19,421.82,108132.64,2162.65,1081.33,104888.66,56102.14,48786.52,105969.99,1.4292,0,0,13,15,3,3,116552.0,4.972
Western Europe,HealthFirst Pharmacy,ORAL CARE,Personal Care & Home,Temporary Price Reduction,In-Store Event,August,3,12.56,8021.0,6670.0,1352.0,1.203,100759.2,3468.47,2312.31,5780.78,0.7207,97290.73,94978.42,45786.52,49191.89,685.47,83779.72,1675.59,837.8,81266.33,40364.03,40902.3,82104.12,0.5032,0,0,34,37,8,8,4066.0,0.507
Western Europe,BudgetHome Stores,HAIR CARE,Food & Beverage,Everyday Low Price,Checkout Display,April,1,14.04,10655.0,6746.0,3909.0,1.579,149562.64,12514.72,8343.14,20857.86,1.9576,137047.92,128704.78,50452.76,78252.02,2525.18,94690.14,1893.8,946.9,91849.43,42307.02,49542.41,92796.33,0.2543,0,0,17,18,4,4,6508.0,0.611
Western Europe,GreenLeaf Supermarkets,BEVERAGE,Food & Beverage,Multi-Buy Deal,Pallet Display,December,2,2.35,6401.0,7574.0,-1173.0,0.845,15068.99,590.2,393.46,983.66,0.1537,14478.8,14085.33,5108.75,8976.58,29.46,17829.17,356.58,178.29,17294.3,6673.48,10620.82,17472.59,-2.1345,0,1,49,51,12,12,5091.0,0.795
Western Europe,ValueMart Stores,ORAL CARE,Personal Care & Home,Multi-Buy Deal,Mid Aisle Display,July,2,17.78,6102.0,2938.0,3165.0,2.077,108514.63,8684.25,5789.5,14473.75,2.3719,99830.38,94040.88,30027.5,64013.38,894.52,52240.08,1044.8,522.4,50672.88,19856.16,30816.72,51195.28,0.5945,0,0,31,33,7,7,4684.0,0.768
Southeast Asia,PrimeRetail Group,ICE CREAM CATEGORY,Personal Care & Home,Discounted Retail Price,In-Store Event,June,3,6.83,7890.0,2470.0,5420.0,3.194,53877.48,4535.32,3023.54,7558.86,0.958,49342.16,46318.62,14558.41,31760.21,102.61,16867.26,337.35,168.67,16361.24,6418.17,9943.08,16529.92,1.01,0,0,27,30,6,6,7506.0,0.951
Southeast Asia,HomeSave Supermarkets,DRESSING,Food & Beverage,Multi-Buy Free Gift,Free Standing Unit,November,1,7.13,5911.0,3038.0,2873.0,1.946,42117.82,2847.89,1898.59,4746.48,0.803,39269.94,37371.34,16302.39,21068.95,228.24,21645.19,432.9,216.45,20995.83,10168.08,10827.75,21212.28,1.1556,0,0,46,47,11,11,17954.0,3.037
Southeast Asia,Metro Grocery Group,SKIN CLEANSING,Personal Care & Home,Multi-Unit Deal,Checkout Display,May,3,18.99,15879.0,6815.0,9064.0,2.33,301618.55,13174.16,8782.77,21956.93,1.3827,288444.39,279661.62,136072.0,143589.61,1138.34,129449.92,2589.0,1294.5,125566.43,63940.03,61626.4,126860.93,3.1083,0,0,22,25,5,5,39522.0,2.489
Southeast Asia,CityGrocer Ltd,ORAL CARE,Food & Beverage,Special Pack,Online,November,3,16.9,21366.0,7579.0,13786.0,2.819,361140.91,18413.45,12275.63,30689.08,1.4364,342727.47,330451.83,105504.16,224947.67,1424.14,128111.9,2562.24,1281.12,124268.54,44470.13,79798.42,125549.66,1.8636,0,0,45,48,11,11,19285.0,0.903
Southeast Asia,PrimeRetail Group,DRESSING,Food & Beverage,Multi-Buy Free Gift,Checkout Display,February,3,14.7,38859.0,11077.0,27782.0,3.508,571392.64,55241.95,36827.97,92069.91,2.3693,516150.69,479322.72,146559.62,332763.11,4910.04,162881.33,3257.63,1628.81,157994.89,63137.35,94857.54,159623.7,0.853,0,0,10,13,2,2,45754.0,1.177
Western Europe,TopChoice Supermarkets,ORAL CARE,Food & Beverage,Everyday Low Price,Pallet Display,April,2,7.25,6796.0,7655.0,-859.0,0.888,49249.39,2485.07,1656.72,4141.79,0.6094,46764.31,45107.6,19603.93,25503.67,309.52,55475.79,1109.52,554.76,53811.52,25083.52,28728.0,54366.28,-1.7248,0,1,18,20,4,4,5256.0,0.773
Southeast Asia,PrimeRetail Group,BEVERAGE,Personal Care & Home,Everyday Low Price,Mid Aisle Display,February,2,3.27,6782.0,1977.0,4805.0,3.431,22209.46,2320.5,1547.0,3867.49,0.5703,19888.96,18341.97,6448.05,11893.92,345.79,6473.8,129.48,64.74,6279.58,2812.65,3466.94,6344.32,0.8898,0,0,10,12,2,2,8398.0,1.238
Southeast Asia,EastMart Retail,SCRATCH COOKING AID,Food & Beverage,Multi-Unit Deal,Pallet Display,January,1,18.16,3965.0,1254.0,2711.0,3.161,71989.5,3312.18,2208.12,5520.3,1.3923,68677.32,66469.2,21280.91,45188.29,365.92,22773.37,455.47,227.73,22090.17,7795.17,14294.99,22317.9,2.3192,0,0,5,6,1,1,6980.0,1.76
Southeast Asia,Metro Grocery Group,DRESSING,Personal Care & Home,Multi-Unit Deal,Online,July,4,11.09,10514.0,2640.0,7874.0,3.982,116556.88,6511.59,4341.06,10852.66,1.0322,110045.29,105704.23,40248.7,65455.53,495.38,29270.35,585.41,292.7,28392.24,11954.72,16437.52,28684.94,2.5262,0,0,31,35,7,7,23683.0,2.252
Southeast Asia,HomeSave Supermarkets,ICE CREAM CATEGORY,Personal Care & Home,Temporary Price Reduction,Mid Aisle Display,August,4,5.36,2793.0,1471.0,1323.0,1.899,14958.32,832.68,555.12,1387.8,0.4969,14125.64,13570.52,4467.36,9103.16,188.55,7875.4,157.51,78.75,7639.14,2846.42,4792.72,7717.89,0.9977,0,0,34,38,8,8,3463.0,1.24
Western Europe,FineFood Retail,ORAL CARE,Personal Care & Home,Multi-Buy Deal,Shelf,November,3,18.81,3385.0,3632.0,-247.0,0.932,63691.81,4509.86,3006.57,7516.43,2.2204,59181.95,56175.38,14912.26,41263.12,61.72,68341.28,1366.83,683.41,66291.04,22015.73,44275.3,66974.45,-1.2178,0,1,46,49,11,11,1359.0,0.402
Western Europe,FineFood Retail,SKIN CARE,Personal Care & Home,Multi-Buy Deal,Pallet Display,November,4,20.91,12118.0,8019.0,4099.0,1.511,253368.9,14521.93,9681.29,24203.21,1.9973,238846.98,229165.69,94957.26,134208.43,1150.55,167660.77,3353.22,1676.61,162630.95,73821.75,88809.2,164307.56,0.6654,0,0,47,51,11,11,9079.0,0.749
Western Europe,BudgetHome Stores,HOME & HYGIENE,Personal Care & Home,Temporary Price Reduction,None Specified,July,1,11.68,4893.0,3702.0,1191.0,1.322,57153.37,5828.06,3885.37,9713.43,1.9853,51325.31,47439.94,13268.23,34171.71,621.15,43246.55,864.93,432.47,41949.15,16092.26,25856.89,42381.62,-0.4243,0,0,29,30,7,7,2790.0,0.57
Southeast Asia,PrimeRetail Group,FABRIC CLEANING,Personal Care & Home,Discounted Retail Price,None Specified,September,3,23.49,6168.0,2173.0,3995.0,2.839,144887.67,12139.44,8092.96,20232.4,3.2802,132748.23,124655.27,36000.6,88654.66,2428.35,51040.57,1020.81,510.41,49509.35,18278.37,31230.99,50019.76,0.8003,0,0,38,41,9,9,12542.0,2.033
Southeast Asia,PrimeRetail Group,SKIN CLEANSING,Personal Care & Home,Other,None Specified,June,4,22.75,19222.0,5063.0,14158.0,3.796,437225.82,19276.25,12850.83,32127.08,1.6714,417949.57,405098.73,176286.42,228812.31,2983.58,115171.45,2303.43,1151.71,111716.31,51443.91,60272.39,112868.02,3.7784,0,0,25,29,6,6,24953.0,1.298
Southeast Asia,HomeSave Supermarkets,FABRIC CLEANING,Personal Care & Home,Multi-Buy Free Gift,End of Aisle Display,March,1,3.19,2984.0,995.0,1988.0,2.998,9505.62,479.16,319.44,798.6,0.2676,9026.46,8707.02,2658.61,6048.41,108.82,3171.16,63.42,31.71,3076.02,1058.22,2017.8,3107.73,1.8849,0,0,13,14,3,3,2029.0,0.68
Western Europe,HealthFirst Pharmacy,SCRATCH COOKING AID,Personal Care & Home,Loyalty Mechanic,Free Standing Unit,November,3,5.72,590.0,507.0,83.0,1.164,3378.01,277.09,184.72,461.81,0.7822,3100.93,2916.2,748.88,2167.32,34.85,2901.46,58.03,29.01,2814.42,952.85,1861.56,2843.43,-0.6302,0,0,45,48,11,11,435.0,0.736
Southeast Asia,PrimeRetail Group,ORAL CARE,Personal Care & Home,Multi-Unit Deal,End of Aisle Display,March,2,23.51,29849.0,19739.0,10110.0,1.512,701795.1,27766.57,18511.05,46277.62,1.5504,674028.53,655517.48,221529.71,433987.78,3351.81,464085.38,9281.71,4640.85,450162.82,163173.95,286988.87,454803.68,0.9601,0,0,15,17,3,3,63913.0,2.141
Southeast Asia,CityGrocer Ltd,SCRATCH COOKING AID,Food & Beverage,Multi-Buy Free Gift,End of Aisle Display,July,1,12.82,17356.0,6147.0,11209.0,2.823,222464.17,20300.08,13533.39,33833.47,1.9493,202164.08,188630.7,50309.53,138321.17,3191.54,78790.87,1575.82,787.91,76427.14,27437.48,48989.66,77215.05,0.6062,0,0,31,32,7,7,31129.0,1.794
Western Europe,BudgetHome Stores,FABRIC ENHANCER,Personal Care & Home,Temporary Price Reduction,None Specified,October,2,17.3,2189.0,1116.0,1073.0,1.961,37864.17,2946.14,1964.09,4910.23,2.2434,34918.03,32953.93,15166.31,17787.63,598.2,19307.29,386.15,193.07,18728.07,9658.0,9070.08,18921.15,1.0038,0,0,43,45,10,10,2616.0,1.195
Western Europe,NorthernMart Supermarkets,DRESSING,Personal Care & Home,Temporary Price Reduction,Free Standing Unit,June,2,13.52,19551.0,11243.0,8308.0,1.739,264377.8,11712.79,7808.53,19521.32,0.9985,252665.01,244856.49,123059.82,121796.67,1305.07,152031.21,3040.62,1520.31,147470.27,77430.75,70039.52,148990.58,2.1038,0,0,25,27,6,6,15051.0,0.77
Western Europe,FineFood Retail,SKIN CLEANSING,Personal Care & Home,Everyday Low Price,Mid Aisle Display,May,2,8.32,1859.0,4047.0,-2189.0,0.459,15471.94,1692.65,1128.43,2821.08,1.5177,13779.29,12650.86,5233.57,7417.3,300.82,33689.09,673.78,336.89,32678.42,16527.77,16150.65,33015.31,-4.3618,0,1,23,25,5,5,1214.0,0.653
Southeast Asia,PrimeRetail Group,SKIN CARE,Personal Care & Home,Temporary Price Reduction,In-Store Event,February,2,8.38,17861.0,7048.0,10813.0,2.534,149695.39,9544.42,6362.95,15907.37,0.8906,140150.97,133788.02,51187.85,82600.17,761.27,59072.14,1181.44,590.72,57299.98,24704.66,32595.32,57890.7,1.5534,0,0,10,12,2,2,54480.0,3.05
Western Europe,BudgetHome Stores,SKIN CLEANSING,Personal Care & Home,Stock Loading,Online,November,2,15.64,2301.0,3120.0,-818.0,0.738,35990.3,1276.27,850.85,2127.12,0.9243,34714.03,33863.18,14692.29,19170.9,174.41,48790.78,975.82,487.91,47327.06,21337.74,25989.31,47814.96,-3.8123,1,1,47,49,11,11,3441.0,1.495
Southeast Asia,Metro Grocery Group,DEODORANT & FRAGRANCE,Food & Beverage,Temporary Price Reduction,Free Standing Unit,September,2,12.61,3948.0,1706.0,2242.0,2.314,49771.43,5423.43,3615.62,9039.05,2.2893,44348.01,40732.39,17934.27,22798.12,1091.24,21506.46,430.13,215.06,20861.26,11010.1,9851.17,21076.33,0.6947,0,0,38,40,9,9,15458.0,3.915
Southeast Asia,HomeSave Supermarkets,SCRATCH COOKING AID,Personal Care & Home,Temporary Price Reduction,Mid Aisle Display,September,2,18.09,10060.0,3812.0,6248.0,2.639,181931.5,18898.25,12598.83,31497.08,3.131,163033.25,150434.42,59965.61,90468.81,3124.59,68937.89,1378.76,689.38,66869.75,32589.11,34280.64,67559.13,0.8035,0,0,39,41,9,9,31532.0,3.134
